shape_label,phase,config,block_q,block_kv,q_layout,k_layout,v_layout,fused_bwd,block_q_dkv,block_kv_dkv,block_q_dq,block_kv_dq,ms,TFLOP/s
seq=1024 bs=2 (baseline shape),fwd,16,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,n/a,n/a,n/a,n/a,n/a,0.1650,208.21
seq=1024 bs=2 (baseline shape),fwd,17,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,n/a,n/a,n/a,n/a,n/a,0.1954,175.85
seq=1024 bs=2 (baseline shape),full,0,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,512,n/a,n/a,0.5731,179.86
seq=1024 bs=2 (baseline shape),full,1,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,1024,n/a,n/a,0.5127,201.07
seq=1024 bs=2 (baseline shape),full,2,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,512,n/a,n/a,0.5581,184.70
seq=1024 bs=2 (baseline shape),full,3,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,1024,n/a,n/a,0.4776,215.85
seq=1024 bs=2 (baseline shape),full,4,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,512,512,512,0.7360,140.06
seq=1024 bs=2 (baseline shape),full,5,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,1024,512,1024,0.6618,155.76
seq=1024 bs=2 (baseline shape),full,6,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,512,1024,512,0.6500,158.59
seq=1024 bs=2 (baseline shape),full,7,1024,1024,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,1024,1024,1024,0.6021,171.19
seq=1024 bs=2 (baseline shape),full,8,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,512,n/a,n/a,0.5827,176.90
seq=1024 bs=2 (baseline shape),full,9,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,1024,n/a,n/a,0.5205,198.05
seq=1024 bs=2 (baseline shape),full,10,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,512,n/a,n/a,0.5616,183.54
seq=1024 bs=2 (baseline shape),full,11,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,1024,n/a,n/a,0.4857,212.24
seq=1024 bs=2 (baseline shape),full,12,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,512,512,512,0.7655,134.66
seq=1024 bs=2 (baseline shape),full,13,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,1024,512,1024,0.6820,151.15
seq=1024 bs=2 (baseline shape),full,14,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,512,1024,512,0.6659,154.79
seq=1024 bs=2 (baseline shape),full,15,1024,1024,SEQ_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,1024,1024,1024,0.6230,165.46
seq=1024 bs=2 (baseline shape),full,16,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,512,n/a,n/a,0.6025,171.08
seq=1024 bs=2 (baseline shape),full,17,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,512,1024,n/a,n/a,0.5425,190.02
seq=1024 bs=2 (baseline shape),full,18,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,512,n/a,n/a,0.5869,175.65
seq=1024 bs=2 (baseline shape),full,19,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,T,1024,1024,n/a,n/a,0.5094,202.34
seq=1024 bs=2 (baseline shape),full,20,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,512,512,512,0.7679,134.23
seq=1024 bs=2 (baseline shape),full,21,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,512,1024,512,1024,0.6955,148.21
seq=1024 bs=2 (baseline shape),full,22,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,512,1024,512,0.6811,151.35
seq=1024 bs=2 (baseline shape),full,23,1024,512,HEAD_DIM_MINOR,HEAD_DIM_MINOR,HEAD_DIM_MINOR,F,1024,1024,1024,1024,0.6348,162.38
